Ticker,Nama,Grup,Sektor,Syariah,Status,Skor,Flag,Harga,PER,PBV,PERvsSektor,PBVvsSektor,ROE%,LabaYoY%,OmzetYoY%,Dividen%,DER,MarketCap(T),Vol20(jt),Nilai(M),VolSpike,RSI14,MA50,MA200,MarginKotor%,MarginOperasi%,MarginBersih%,ROA%,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,EV/EBITDA,OCF/Laba,FCFYield%,Payout%,Capex/OCF,SkorValuasi,SkorProfitabilitas,SkorKesehatan,SkorPertumbuhan,SkorArusKas,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%,EPS,BVPS,DPS,Saham,Omzet,LabaBersih,EBITDA,EBIT,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,OCF,Capex,FCF,Periode,Basis,MataUang
PBSA,Paramita Bangun Sarana Tbk.,,Industrials,Tidak,WSE,79,"kas<laba,laba-30%",830,8.4,2.72,0.71,1.58,34.53,-94.5,46.8,7.23,0.0,2.5,1.59,1.4,0.81,54.3,766.0,1094.0,19.25,15.66,17.16,23.63,-0.18,2.44,2.32,219.03,6.96,0.45,4.56,55.84,0.14,71,76,98,73,82,29.6,33.7,3.0,-0.5,98.993,305.106,60.0,2984886300.0,1722166992724.0,295482781026.0,346758505971.0,339485648783.0,359243304.0,64427107916.0,-64067864612.0,1403748608050.0,910706628306.0,132131014395.0,-19135282487.0,112995731908.0,2026-03-31,TTM,IDR
ARNA,Arwana Citramulia Tbk,,Industrials,Ya,HOLD,78,,505,8.5,2.0,0.71,1.16,22.48,30.9,30.1,8.91,0.01,3.6,3.69,1.8,1.12,77.4,475.0,480.0,30.6,18.61,13.8,15.0,-0.2,1.64,1.45,112.5,6.17,1.88,11.93,76.19,0.46,78,88,94,48,86,4.1,-11.4,0.0,-0.51,59.3173,253.0283,45.0,7029976876.0,3021123223358.0,416998910396.0,557712009883.0,553918465727.0,14153474812.0,125038474878.0,-110885000066.0,2780293040761.0,1778782909748.0,782699738783.0,-359037329208.0,423662409575.0,2026-06-30,TTM-gabungan,IDR
IPCC,Indonesia Kendaraan Terminal,,Industrials,Tidak,TIPIS,82,,1150,8.5,1.6,0.71,0.93,18.67,-1.4,3.9,9.81,0.36,2.1,0.61,0.7,2.03,44.1,1170.0,1187.0,42.01,31.55,26.51,12.47,-1.8,3.83,3.83,9.82,4.13,1.49,17.39,83.43,0.02,83,90,93,63,79,8.6,16.6,3.0,0.0,135.2566,718.4661,112.85,1818384820.0,927910580000.0,245948590000.0,352315792000.0,350242223000.0,475727236000.0,1110986539000.0,-635259303000.0,2045844272000.0,1306447831000.0,366779466000.0,-6346572000.0,363752218000.0,2026-06-30,TTM-gabungan,IDR
STAA,Sumber Tani Agung Resources ,,Consumer Defensive,Ya,HOLD,81,laba-30%,1245,8.5,2.0,0.82,0.99,26.07,-34.9,23.1,6.02,0.23,13.6,5.41,6.1,1.7,77.6,1068.0,1135.0,31.74,22.16,15.21,17.56,0.23,2.95,2.15,23.22,5.82,1.26,11.27,37.67,0.24,77,89,95,58,88,16.9,13.0,2.0,-0.02,146.3364,621.0905,75.0,10901428700.0,10488483000000.0,1595276000000.0,2427928000000.0,2415918000000.0,1574773000000.0,2517534000000.0,564315000000.0,10091054000000.0,6770774000000.0,2007640000000.0,-477894000000.0,1529746000000.0,2026-03-31,TTM-gabungan,IDR
CBDK,Bangun Kosambi Sukses Tbk.,Salim,Real Estate,Tidak,WSE,73,"FCF-,kas<laba",3830,8.5,2.05,0.77,1.92,28.02,778.3,242.3,0.13,0.02,21.6,2.22,8.5,1.28,54.7,3620.0,5321.0,79.12,72.77,72.08,11.49,-1.21,1.51,0.59,119.57,6.95,0.07,-0.27,1.12,1.33,55,67,89,100,45,63.4,70.3,3.0,-0.46,448.3475,1872.4068,5.0,5643069200.0,3509992744000.0,2530055766000.0,2649569808000.0,2642854684000.0,217454371000.0,3425899867000.0,-3208445496000.0,22220999185000.0,10566121186000.0,178408810000.0,-236731505000.0,-58322695000.0,2026-06-30,TTM-gabungan,IDR
SMSM,Selamat Sempurna Tbk,,Consumer Cyclical,Ya,BUY,83,,1715,8.6,2.46,0.66,1.31,29.52,14.2,13.0,9.33,0.04,9.9,3.28,5.7,1.33,50.4,1682.0,1701.0,37.5,28.31,21.08,21.02,-0.66,4.39,2.74,112.55,5.41,0.95,8.81,70.35,0.2,77,90,99,65,85,2.9,9.9,3.0,0.0,198.8166,696.1101,160.0,5758675440.0,5432118000000.0,1144920000000.0,1625365000000.0,1579998000000.0,162075000000.0,1239077000000.0,-1077002000000.0,5716543000000.0,4008672000000.0,1092567000000.0,-222239000000.0,870328000000.0,2026-06-30,TTM-gabungan,IDR
ANTM,ANTAM (Persero) Tbk.,LQ45,Basic Materials,Ya,WSE,75,"OCF-,FCF-",3080,8.7,1.91,0.71,1.05,24.14,135.6,12.8,6.82,0.22,74.0,100.9,312.6,0.87,51.2,2971.0,3203.0,17.84,9.98,9.66,15.74,-0.03,1.98,0.97,89.02,6.2,-0.05,-1.21,42.99,,78,59,91,83,59,22.6,23.6,2.0,0.0,353.0653,1616.5529,209.99,24030764724.0,87814076000000.0,8484428000000.0,11897150000000.0,11726483000000.0,8731397000000.0,9038508000000.0,-307111000000.0,63295662000000.0,38847003000000.0,-382963000000.0,-511986000000.0,-894949000000.0,2026-03-31,TTM-gabungan,IDR
BBRI,Bank Rakyat Indonesia (Perse,LQ45,Financial Services,Tidak,HOLD,64,,3380,8.7,1.5,0.64,1.69,17.86,2.7,15.2,12.37,0.61,508.9,193.05,609.9,2.04,71.7,2976.0,3242.0,,,30.53,2.76,,,,,,-0.15,-2.72,88.79,,64,71,,51,72,6.7,3.5,1.0,-0.05,388.6673,2246.0813,418.0,150574927704.0,191720211000000.0,58523545000000.0,,,206869633000000.0,181084610000000.0,25434090000000.0,2249833632000000.0,338203528000000.0,-8726810000000.0,-5106725000000.0,-13833535000000.0,2026-03-31,TTM-gabungan,IDR
ULTJ,Ultrajaya Milk Industry & Tr,,Consumer Defensive,Ya,HOLD,84,,1500,8.7,1.97,0.84,0.98,23.01,51.7,18.7,8.67,0.01,15.6,2.76,4.1,0.48,57.8,1426.0,1492.0,33.37,20.9,17.67,20.31,-1.01,5.56,3.67,19508.05,5.57,1.17,10.69,75.14,0.21,78,88,100,71,85,4.6,12.1,2.0,0.0,172.9596,762.3023,130.0,10398175200.0,10180057000000.0,1798464000000.0,2370183000000.0,2301950000000.0,40611000000.0,2435024000000.0,-2394413000000.0,9066914000000.0,7926553000000.0,2098609000000.0,-432212000000.0,1667443000000.0,2026-06-30,TTM-gabungan,IDR
BFIN,BFI Finance  Indonesia Tbk,,Financial Services,Tidak,BUY,67,,980,8.8,1.32,0.64,1.48,15.26,17.0,3.8,7.14,1.18,14.5,29.05,26.5,1.88,69.2,829.0,729.0,66.92,34.74,24.99,6.5,4.69,2.97,2.97,11.0,10.55,1.5,16.04,64.81,0.06,67,73,,47,90,8.0,-4.3,1.0,-1.93,111.7688,742.0625,70.0,14749383620.0,6597843000000.0,1648521000000.0,2465587000000.0,2260256000000.0,12953463000000.0,1392586000000.0,11560877000000.0,25060166000000.0,10944964000000.0,2474911000000.0,-156185000000.0,2318726000000.0,2026-06-30,TTM-gabungan,IDR
PSGO,Palma Serasih Tbk.,,Consumer Defensive,Ya,TIPIS,81,,193,9.1,1.31,0.87,0.65,15.04,1.9,16.6,3.11,0.05,3.6,0.24,0.0,0.99,43.6,196.0,199.0,33.08,22.97,16.18,11.04,0.11,2.91,2.16,10.99,6.55,1.82,15.52,28.28,0.23,78,85,94,65,88,9.0,19.8,2.0,0.0,21.2201,147.7974,6.0,18850000000.0,2472103641056.0,399999350719.0,564600126123.0,553023189361.0,139852173747.0,559379327402.0,62009749974.0,3203027103620.0,2785980595460.0,728829210281.0,-164138774953.0,564690435328.0,2026-06-30,TTM-gabungan,IDR
DSNG,Dharma Satya Nusantara Tbk.,,Consumer Defensive,Ya,HOLD,77,,1710,9.4,1.51,0.9,0.75,17.45,55.1,27.1,2.75,0.29,18.1,5.97,8.6,2.24,79.5,1288.0,1410.0,30.74,22.7,15.38,10.87,0.91,1.34,0.67,8.78,6.93,1.34,4.12,25.86,0.71,74,84,76,77,72,8.5,15.1,2.0,0.0,181.7199,1130.5908,47.0,10599842400.0,12524098000000.0,1926202000000.0,3009241000000.0,2930428000000.0,3434109000000.0,676925000000.0,2734139000000.0,17814315000000.0,11984084000000.0,2589835000000.0,-1842811000000.0,747024000000.0,2026-06-30,TTM-gabungan,IDR
CITA,Cita Mineral Investindo Tbk,,Basic Materials,Ya,TIPIS,75,"kas<laba,laba-30%,payout>100",3300,9.5,1.61,0.78,0.88,16.34,-67.3,57.8,10.64,0.0,13.1,0.1,0.3,1.71,60.9,3173.0,3651.0,36.26,20.62,42.87,15.59,-0.37,5.54,3.17,,5.76,0.42,3.56,101.15,0.19,81,70,99,54,69,-22.1,36.2,1.0,0.0,346.4824,2046.1324,351.0,3960361250.0,3200635766925.0,1372195605140.0,2131088653842.0,2114434007934.0,0.0,795417176377.0,-795417176377.0,8544332333936.0,8103423347320.0,571323836866.0,-106608294973.0,464715541893.0,2026-06-30,TTM-gabungan,IDR
KLBF,Kalbe Farma Tbk,LQ45,Healthcare,Ya,WSE,76,,775,9.7,1.44,0.53,0.73,15.09,-17.3,11.5,2.58,0.03,35.1,83.26,65.9,0.67,48.3,759.0,951.0,37.97,12.15,9.55,11.34,-0.79,3.15,1.96,176.03,6.13,0.89,6.54,25.13,0.29,83,70,98,48,84,6.9,2.7,2.0,-0.87,79.7705,537.6733,20.0,45248860110.0,37781234787212.0,3609522416132.0,5064445900399.0,4726913742838.0,825354000000.0,4831831000000.0,-4006477000000.0,33078098000000.0,24329106000000.0,3224023111714.0,-930776206287.0,2293246905427.0,2026-06-30,TTM-gabungan,IDR
MAPI,Mitra Adiperkasa Tbk,LQ45,Consumer Cyclical,Ya,BOW,73,,1465,9.8,1.59,0.75,0.85,17.99,24.4,23.8,0.68,0.58,24.3,14.94,24.7,0.45,45.2,1530.0,1343.0,38.08,9.3,4.88,7.45,0.01,1.64,0.79,8.04,3.09,2.63,18.37,13.42,0.32,75,72,78,62,82,16.0,1.8,1.0,0.37,149.7428,921.2323,10.0,16600000000.0,50897695000000.0,2485730000000.0,7898924000000.0,4469829000000.0,8922017000000.0,4421056000000.0,113672000000.0,35416597000000.0,15292457000000.0,6537628000000.0,-2070834000000.0,4466794000000.0,2026-06-30,TTM-gabungan,IDR
HMSP,H.M. Sampoerna Tbk.,,Consumer Defensive,Tidak,HOLD,71,,735,9.9,3.28,0.95,1.62,30.8,11.5,1.7,7.66,0.01,85.5,17.2,12.9,0.73,50.8,711.0,717.0,19.02,9.12,7.64,17.0,-0.55,1.65,0.78,444.54,6.95,1.28,12.43,75.07,0.04,65,80,90,45,81,0.3,1.5,1.0,0.0,74.5825,223.844,56.3,116318076900.0,113494073000000.0,8675292000000.0,11401889000000.0,11109164000000.0,317936000000.0,6605359000000.0,-6287423000000.0,49897097000000.0,26037106000000.0,11105557000000.0,-475825000000.0,10629732000000.0,2026-06-30,TTM-gabungan,IDR
STTP,Siantar Top Tbk.,,Consumer Defensive,Ya,TIPIS,79,,9475,10.0,1.57,0.96,0.78,17.29,17.4,20.2,0.0,0.0,12.4,0.0,0.0,0.17,44.5,9758.0,9854.0,31.13,21.26,22.64,15.53,-3.02,9.59,8.78,,6.09,1.09,10.44,0.0,0.04,68,85,100,69,71,2.0,23.6,2.0,0.0,944.5152,6026.1066,,1310000000.0,5464203414185.0,1237314856067.0,1361803354680.0,1343638359346.0,0.0,4114792575851.0,-4114792575851.0,8757125693051.0,7894199621895.0,1350925472106.0,-54794573202.0,1296130898904.0,2026-06-30,TTM-gabungan,IDR
MYOR,Mayora Indah Tbk,,Consumer Defensive,Ya,JUAL,74,,1565,10.1,1.9,0.97,0.94,19.1,10.8,-13.5,3.83,0.25,34.5,12.66,20.6,2.58,33.2,1722.0,1886.0,24.04,10.83,8.78,11.83,0.49,3.32,2.37,9.34,7.41,1.93,16.38,39.11,0.14,70,79,90,50,92,8.0,13.8,1.0,-1.48,154.7214,824.7243,60.0,22026684225.0,38806610838784.0,3407998958713.0,4976752156527.0,4837363903393.0,4550814628149.0,5600378690795.0,2417546422717.0,28525086827392.0,18165942046370.0,6564553147793.0,-919621341438.0,5644931806355.0,2026-06-30,TTM-gabungan,IDR
ASGR,Astra Graphia Tbk,,Industrials,Ya,HOLD,82,payout>100,2280,10.2,1.58,0.86,0.92,15.46,46.3,10.4,10.57,0.01,3.1,1.64,3.3,0.95,84.0,1789.0,1462.0,24.68,10.05,10.02,10.46,-4.36,2.68,2.47,136.32,3.76,1.65,15.69,107.34,0.04,80,76,99,79,74,0.9,40.7,3.0,0.0,224.551,1442.77,241.0,1348780500.0,3021185000000.0,302870000000.0,378437000000.0,378437000000.0,25367000000.0,1676345000000.0,-1650978000000.0,2928267000000.0,1945980000000.0,500368000000.0,-17762000000.0,482606000000.0,2026-06-30,TTM-gabungan,IDR
AKRA,AKR Corporindo Tbk,LQ45,Energy,Ya,BUY,77,,1400,10.2,2.14,0.47,0.99,21.7,37.0,74.6,7.14,0.42,27.7,12.78,18.1,1.91,52.3,1341.0,1263.0,7.99,5.93,4.91,7.57,0.24,1.33,1.04,51.78,7.75,2.85,24.37,72.6,0.13,82,73,86,65,87,-1.1,1.0,2.0,0.24,137.544,654.4711,100.0,19799769600.0,55443442886000.0,2723338865000.0,3691958523000.0,3640446573000.0,5454476951000.0,8866238987000.0,875908678000.0,39295481702000.0,12958376732000.0,7757177689000.0,-1002622794000.0,6754554895000.0,2026-06-30,TTM-gabungan,IDR
ISAT,Indosat Tbk,LQ45,Communication Services,Ya,HOLD,74,,2390,10.3,2.08,0.57,0.98,20.83,114.9,13.7,4.64,1.91,77.1,80.92,197.8,1.16,53.1,2067.0,2075.0,58.56,20.89,12.46,5.94,0.09,0.67,0.66,3.35,2.65,3.17,13.12,47.84,0.57,82,83,50,71,87,6.5,5.3,2.0,0.0,232.0361,1148.8036,111.0,32250810957.0,60061700000000.0,7483353000000.0,30148848000000.0,13983574000000.0,70718320000000.0,15781626000000.0,2724939000000.0,138306488000000.0,37049849000000.0,23738631000000.0,-13626061000000.0,10112570000000.0,2026-06-30,TTM-gabungan,IDR
MIDI,Midi Utama Indonesia Tbk.,,Consumer Defensive,Tidak,JUAL,73,,276,10.4,1.99,1.0,0.99,19.84,15.8,-2.9,4.29,0.13,9.2,7.17,2.0,0.51,47.1,280.0,312.0,26.31,4.07,4.13,9.44,0.04,0.99,0.3,25.42,4.34,1.97,6.13,44.63,0.68,71,69,79,70,80,9.7,25.7,3.0,0.0,26.5531,138.5259,11.85,33435294800.0,21518673000000.0,887811000000.0,2146997000000.0,1154397000000.0,622707000000.0,533369000000.0,89338000000.0,9272359000000.0,4631655000000.0,1749985000000.0,-1184740000000.0,565245000000.0,2026-06-30,TTM-gabungan,IDR
BRIS,Bank Syariah Indonesia (Pers,LQ45,Financial Services,Ya,WSE,65,,1790,10.5,1.63,0.77,1.83,16.47,15.9,16.9,1.83,0.21,82.6,14.13,25.3,1.52,49.7,1783.0,2038.0,,,31.54,1.82,,,,,,1.85,14.39,13.33,0.19,51,67,,75,70,10.6,21.1,3.0,0.0,171.0156,1100.5845,32.81,46129260138.0,25009100000000.0,7888825000000.0,,,10578378000000.0,62326078000000.0,-51747700000000.0,460131020000000.0,50769149000000.0,14619868000000.0,-2736093000000.0,11883775000000.0,2026-03-31,TTM-gabungan,IDR
GEMS,Golden Energy Mines Tbk.,,Energy,Ya,TIPIS,65,,7125,10.5,3.02,0.49,1.4,29.06,-29.4,-10.1,3.34,0.17,41.9,0.08,0.5,1.46,73.8,6468.0,7717.0,30.59,13.81,9.58,17.88,0.06,1.77,1.64,52.3,7.12,0.71,5.91,92.34,0.12,71,77,93,11,75,-6.1,-27.6,0.0,0.0,679.3544,2362.9887,237.95,5882353000.0,41717742356840.0,3996202197075.0,5938181235690.0,5662680922855.0,2328771125175.0,2504887259545.0,385570689515.0,21783247478410.0,13899933614600.0,2828461740885.0,-352626438560.0,2475835302325.0,2026-03-31,TTM,USD
MAPA,Map Aktif Adiperkasa Tbk.,,Consumer Cyclical,Ya,HOLD,77,,710,10.5,2.12,0.8,1.13,22.69,15.8,19.6,0.56,0.27,20.2,30.65,20.7,0.36,61.8,636.0,654.0,47.22,13.35,9.33,13.3,0.33,2.12,0.65,18.36,5.12,1.56,9.91,11.76,0.33,67,82,86,72,81,25.3,13.5,2.0,0.0,67.4593,335.6901,4.0,28504000000.0,20608043000000.0,1922861000000.0,4219530000000.0,2665917000000.0,2546173000000.0,1160435000000.0,1385738000000.0,15743440000000.0,9568511000000.0,3000372000000.0,-995431000000.0,2004941000000.0,2026-06-30,TTM-gabungan,IDR
SUNI,Sunindo Pratama Tbk.,,Energy,Ya,TIPIS,73,"FCF-,laba-30%",715,10.7,1.95,0.5,0.9,18.72,-39.7,-46.0,1.45,0.19,1.7,0.36,0.3,1.58,58.8,667.0,723.0,32.37,23.74,18.57,13.89,0.04,3.22,2.06,824.39,8.16,0.69,-2.91,15.52,1.45,75,77,96,56,47,45.7,102.4,2.0,-3.74,67.0279,366.497,10.39,2406400000.0,868503730328.0,161296033954.0,211952200658.0,207552463123.0,168641806668.0,159644592788.0,8997213880.0,1191919072427.0,881938317564.0,111458906701.0,-161599248118.0,-50140341417.0,2026-06-30,TTM-gabungan,IDR
TGKA,Tigaraksa Satria Tbk,,Consumer Defensive,Ya,TIPIS,67,,5000,10.8,2.03,1.04,1.0,18.48,-13.4,9.7,6.3,0.08,4.6,0.0,0.0,0.18,51.6,4902.0,4744.0,9.13,3.22,3.04,8.52,-0.51,1.88,1.23,33.65,7.1,1.7,14.37,68.33,0.09,70,65,93,32,85,0.2,-5.1,0.0,0.0,461.9198,2467.7451,315.0,918492750.0,13969186000000.0,424270000000.0,603112000000.0,531016000000.0,184114000000.0,493038000000.0,-308924000000.0,4991385000000.0,2266606000000.0,721942000000.0,-62002000000.0,659940000000.0,2026-06-30,TTM-gabungan,IDR
FPNI,Lotte Chemical Titan Tbk.,,Basic Materials,Ya,HOLD,71,,615,11.6,1.74,0.95,0.96,16.11,394.6,41.9,0.0,0.0,3.4,22.9,12.3,0.29,72.5,399.0,556.0,5.1,2.18,4.81,10.55,-1.52,1.53,0.79,265.03,8.66,1.5,11.3,0.0,0.12,60,67,91,65,76,-12.2,13.7,1.0,0.0,52.8474,353.9874,,5566414000.0,6110538225000.0,294170635000.0,336184860000.0,329576280000.0,2611455000.0,514385575000.0,-511774120000.0,3223654665000.0,1970440505000.0,441904375000.0,-55142560000.0,386761815000.0,2026-06-30,TTM,USD
SAMF,Saraswanti Anugerah Makmur T,,Basic Materials,Ya,TIPIS,56,"OCF-,FCF-",312,11.7,1.73,0.96,0.95,16.15,90.3,90.7,3.37,0.82,3.2,0.41,0.1,2.91,73.6,280.0,299.0,20.92,10.62,6.25,7.42,3.02,1.47,0.81,5.95,10.11,-0.52,-5.69,78.25,,65,45,58,60,48,3.4,-8.6,1.0,0.0,26.7509,180.0356,10.5,10250000000.0,4389531216651.0,274196784407.0,450610921706.0,442678428841.0,1509985297476.0,150556640197.0,1359428657279.0,4461386195252.0,1845365287877.0,-143672776264.0,-38189265776.0,-181862042040.0,2026-06-30,TTM-gabungan,IDR
BULL,Buana Lintas Lautan Tbk.,,Industrials,Ya,HOLD,66,,446,11.9,1.81,1.0,1.05,17.23,142.3,11.8,0.0,0.59,6.9,468.39,208.3,0.52,54.5,396.0,409.0,31.8,27.05,21.8,8.66,2.57,0.6,0.56,4.69,11.86,2.35,1.13,0.0,0.62,56,87,54,78,40,8.5,,2.0,10.0,37.5015,246.3835,,15494436593.0,2664857993435.0,581064974710.0,744050411335.0,739254891705.0,2264705649800.0,348917550685.0,1915788099115.0,7244235576160.0,3817573150160.0,1363162668780.0,-838442607035.0,77930311745.0,2026-03-31,TTM,USD
AVIA,Avia Avian Tbk.,,Basic Materials,Ya,WSE,79,,364,11.9,2.17,0.97,1.19,18.46,-0.2,14.1,6.32,0.0,21.5,13.14,4.6,0.93,64.2,329.0,387.0,43.87,23.57,21.31,15.91,-0.88,5.15,4.09,940.69,7.76,1.12,7.01,72.78,0.25,66,86,100,63,87,6.7,7.7,3.0,-2.74,30.5037,167.6481,23.0,59125458700.0,8462968000000.0,1803546000000.0,2490850000000.0,2252016000000.0,23180000000.0,2214410000000.0,-2191230000000.0,11612427000000.0,9912270000000.0,2011082000000.0,-501803000000.0,1509279000000.0,2026-03-31,TTM-gabungan,IDR
TMAS,Temas Tbk.,,Industrials,Ya,TIPIS,64,FCF-,140,12.2,2.46,1.03,1.43,21.4,109.6,48.4,2.86,0.6,8.0,6.97,0.9,0.38,66.4,123.0,127.0,20.76,17.26,13.21,12.24,1.68,1.17,0.94,8.5,11.12,1.54,-4.36,33.33,1.34,55,86,70,51,49,-3.8,-28.5,0.0,0.0,11.5105,56.9645,4.0,56868856000.0,4956549000000.0,654588000000.0,843157000000.0,827144000000.0,1941504000000.0,381401000000.0,1413633000000.0,5996884000000.0,3239504000000.0,1005580000000.0,-1352389000000.0,-346809000000.0,2026-06-30,TTM-gabungan,IDR
JTPE,Jasuindo Tiga Perkasa Tbk,,Industrials,Ya,TIPIS,75,laba-30%,610,12.7,2.99,1.07,1.73,25.79,-76.9,-73.3,5.08,0.01,4.1,1.14,0.7,0.63,49.0,608.0,552.0,25.09,18.79,12.14,13.97,-1.81,1.67,1.17,182.18,7.12,1.87,11.92,35.54,0.19,58,88,93,54,90,25.0,40.3,3.0,-0.84,48.2146,204.2257,31.0,6794330000.0,2699371153868.0,327586051267.0,464027598028.0,460069477197.0,8000509798.0,847978712260.0,-839978202462.0,2632434598352.0,1387576942535.0,611739723237.0,-117687732464.0,494051990773.0,2026-03-31,TTM-gabungan,IDR
CNMA,Nusantara Sejahtera Raya Tbk,,Communication Services,Ya,WSE,81,payout>100,93,13.1,2.07,0.72,0.97,15.28,361.0,65.0,12.8,0.44,7.7,40.55,3.8,0.75,50.5,91.0,100.0,60.57,16.36,10.5,9.06,0.15,2.64,2.47,6.57,4.53,2.56,11.73,168.81,0.4,80,79,86,85,72,10.0,15.2,2.0,-1.2,7.0755,44.8807,11.9,83279924292.0,5613000000000.0,589249000000.0,1766093000000.0,972359000000.0,1650525000000.0,1389479000000.0,261046000000.0,6209444000000.0,3737664000000.0,1511193000000.0,-602428000000.0,908765000000.0,2026-06-30,TTM-gabungan,IDR
ADMR,Alamtri Minerals Indonesia T,,Basic Materials,Ya,BUY,60,FCF-,1685,13.2,2.35,1.08,1.29,19.18,-15.4,-14.6,3.0,0.58,68.9,34.59,57.3,1.52,56.9,1536.0,1639.0,42.08,34.16,28.2,11.12,1.22,2.0,1.76,2898.78,11.56,0.71,-12.28,41.46,3.29,54,80,85,28,40,2.3,-6.5,1.0,0.0,127.5244,716.6209,50.62,40882331500.0,18484518030000.0,5213494550000.0,6657771285000.0,6643097395000.0,17069038360000.0,8957041940000.0,8090447475000.0,56945529850000.0,29297131985000.0,3696594495000.0,-12152983205000.0,-8456388710000.0,2026-03-31,TTM-gabungan,USD
DAAZ,Daaz Bara Lestari Tbk.,,Basic Materials,Tidak,WSE,46,"FCF-,kas<laba",1685,13.4,2.01,1.09,1.1,15.39,,,2.31,1.73,3.4,0.66,1.1,1.16,52.3,1615.0,2318.0,6.29,4.39,1.8,4.29,3.96,1.63,1.33,2.57,9.99,0.45,-6.75,100.0,3.01,57,43,44,44,34,27.4,-11.5,1.0,0.0,125.5795,839.8855,39.0,1997000000.0,13894201971300.0,250782248123.0,558126408443.0,552980978545.0,2909200288487.0,701016306291.0,2208183982196.0,6554482086832.0,1677251342479.0,113294051067.0,-340574268831.0,-227280217764.0,2026-03-31,TTM-gabungan,IDR
BOLT,Garuda Metalindo Tbk.,,Industrials,Ya,TIPIS,72,,795,13.4,2.21,1.13,1.28,16.48,27.5,23.7,6.29,0.43,1.9,0.03,0.0,0.72,50.2,789.0,891.0,24.23,12.98,8.03,9.42,1.26,1.56,0.75,10.74,9.12,2.34,16.3,78.44,0.07,60,77,77,72,82,5.4,18.5,2.0,0.0,59.3961,360.1899,50.0,2343750000.0,1733840965113.0,139209675175.0,237003495864.0,230209658770.0,359579005587.0,44035298327.0,298948765601.0,1616593517066.0,844195024103.0,325327567442.0,-21556002319.0,303771565123.0,2026-06-30,TTM-gabungan,IDR
BBCA,Bank Central Asia Tbk,LQ45,Financial Services,Tidak,WSE,64,,6600,14.0,3.0,1.02,3.37,22.47,5.0,4.4,5.39,0.01,810.8,100.73,643.5,1.17,64.2,6238.0,6764.0,,,50.48,3.63,,,,,,1.19,8.11,75.42,0.04,43,78,,63,81,8.5,12.2,3.0,-0.35,472.6025,2201.5116,356.0,122841751300.0,114998536000000.0,58055319000000.0,,,2187729000000.0,95713174000000.0,-93525445000000.0,1660579336000000.0,270437543000000.0,68847541000000.0,-3073189000000.0,65774352000000.0,2026-06-30,TTM-gabungan,IDR
