Ticker,Nama,Grup,Sektor,Syariah,Status,Skor,Flag,Harga,PER,PBV,PERvsSektor,PBVvsSektor,ROE%,LabaYoY%,OmzetYoY%,Dividen%,DER,MarketCap(T),Vol20(jt),Nilai(M),VolSpike,RSI14,MA50,MA200,MarginKotor%,MarginOperasi%,MarginBersih%,ROA%,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,EV/EBITDA,OCF/Laba,FCFYield%,Payout%,Capex/OCF,SkorValuasi,SkorProfitabilitas,SkorKesehatan,SkorPertumbuhan,SkorArusKas,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%,EPS,BVPS,DPS,Saham,Omzet,LabaBersih,EBITDA,EBIT,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,OCF,Capex,FCF,Periode,Basis,MataUang
JSPT,Jakarta Setiabudi Internasio,,Real Estate,Tidak,TIPIS,79,,1390,8.5,1.26,0.77,1.33,15.86,174.1,29.8,1.8,0.92,3.2,0.03,0.0,0.77,49.1,1388.0,1979.0,69.02,28.54,14.74,5.86,0.17,1.73,1.55,4.16,3.34,2.65,28.15,12.82,0.1,67,83,73,94,80,20.6,,3.0,0.0,163.6266,1104.1575,25.0,2318736000.0,2573134418000.0,379406929000.0,1017952769000.0,788358722000.0,2362143143000.0,1848001503000.0,172384983000.0,6585961826000.0,2560249635000.0,1005909523000.0,-98711176000.0,907198347000.0,2026-03-31,TTM,IDR
ARNA,Arwana Citramulia Tbk,,Industrials,Ya,HOLD,79,,510,8.6,2.02,0.74,1.0,22.48,30.9,30.1,8.82,0.01,3.6,2.97,1.5,1.09,81.7,481.0,480.0,30.6,18.61,13.8,15.0,-0.2,1.64,1.45,112.5,6.23,1.88,11.82,76.19,0.46,80,88,94,48,86,4.1,-11.4,0.0,-0.51,59.3173,253.0283,45.0,7029976876.0,3021123223358.0,416998910396.0,557712009883.0,553918465727.0,14153474812.0,125038474878.0,-110885000066.0,2780293040761.0,1778782909748.0,782699738783.0,-359037329208.0,423662409575.0,2026-06-30,TTM-gabungan,IDR
ULTJ,Ultrajaya Milk Industry & Tr,,Consumer Defensive,Ya,BUY,84,,1500,8.7,1.97,0.83,0.97,23.01,51.7,18.7,8.67,0.01,15.6,2.68,4.0,1.26,56.7,1436.0,1492.0,33.37,20.9,17.67,20.31,-1.01,5.56,3.67,19508.05,5.57,1.17,10.69,75.14,0.21,79,88,100,71,85,4.6,12.1,2.0,0.0,172.9596,762.3023,130.0,10398175200.0,10180057000000.0,1798464000000.0,2370183000000.0,2301950000000.0,40611000000.0,2435024000000.0,-2394413000000.0,9066914000000.0,7926553000000.0,2098609000000.0,-432212000000.0,1667443000000.0,2026-06-30,TTM-gabungan,IDR
BBRI,Bank Rakyat Indonesia (Perse,LQ45,Financial Services,Tidak,HOLD,65,,3390,8.7,1.51,0.64,1.64,17.86,2.7,15.2,12.33,0.61,510.4,196.15,630.2,0.78,70.9,3015.0,3237.0,,,30.53,2.76,,,,,,-0.15,-2.71,85.01,,65,71,,51,74,6.7,3.5,1.0,-0.05,388.6673,2246.0813,418.0,150574927704.0,191720211000000.0,58523545000000.0,,,206869633000000.0,181084610000000.0,25434090000000.0,2249833632000000.0,338203528000000.0,-8726810000000.0,-5106725000000.0,-13833535000000.0,2026-03-31,TTM-gabungan,IDR
SMSM,Selamat Sempurna Tbk,,Consumer Cyclical,Ya,BUY,82,,1720,8.7,2.47,0.83,1.41,29.52,14.2,13.0,9.3,0.04,9.9,3.41,5.9,1.95,51.0,1694.0,1700.0,37.5,28.31,21.08,21.02,-0.66,4.39,2.74,112.55,5.43,0.95,8.79,70.35,0.2,72,90,99,65,85,2.9,9.9,3.0,0.0,198.8166,696.1101,160.0,5758675440.0,5432118000000.0,1144920000000.0,1625365000000.0,1579998000000.0,162075000000.0,1239077000000.0,-1077002000000.0,5716543000000.0,4008672000000.0,1092567000000.0,-222239000000.0,870328000000.0,2026-06-30,TTM-gabungan,IDR
ANTM,ANTAM (Persero) Tbk.,LQ45,Basic Materials,Ya,WSE,75,"OCF-,FCF-",3120,8.8,1.93,0.71,1.05,24.14,135.6,12.8,6.73,0.22,75.0,93.04,290.0,0.9,53.3,2994.0,3209.0,17.84,9.98,9.66,15.74,-0.03,1.98,0.97,89.02,6.28,-0.05,-1.19,56.69,,78,59,91,83,59,22.6,23.6,2.0,0.0,353.0653,1616.5529,209.99,24030764724.0,87814076000000.0,8484428000000.0,11897150000000.0,11726483000000.0,8731397000000.0,9038508000000.0,-307111000000.0,63295662000000.0,38847003000000.0,-382963000000.0,-511986000000.0,-894949000000.0,2026-03-31,TTM-gabungan,IDR
TINS,TIMAH (Persero) Tbk.,Logam,Basic Materials,Ya,HOLD,81,,4420,8.8,3.12,0.71,1.7,41.0,938.8,136.2,2.0,0.11,32.9,50.62,202.8,2.01,70.6,3712.0,3478.0,33.67,27.11,21.0,25.77,0.01,2.62,1.81,52.54,6.55,1.02,10.72,17.64,0.08,63,94,96,73,81,-2.6,8.0,2.0,0.0,500.586,1416.1618,88.19,7447753454.0,17752588000000.0,3728241000000.0,5036226000000.0,4991561000000.0,1189095000000.0,4483933000000.0,53760000000.0,16448966000000.0,10547224000000.0,3816688000000.0,-289147000000.0,3527541000000.0,2026-06-30,TTM-gabungan,IDR
CBDK,Bangun Kosambi Sukses Tbk.,Salim,Real Estate,Tidak,WSE,72,"FCF-,kas<laba",4050,9.0,2.16,0.82,2.27,28.02,778.3,242.3,0.12,0.02,22.9,2.63,10.3,2.07,62.6,3644.0,5288.0,79.12,72.77,72.08,11.49,-1.21,1.51,0.59,119.57,7.41,0.07,-0.26,1.12,1.33,51,67,89,100,45,63.4,70.3,3.0,-0.46,448.3475,1872.4068,5.0,5643069200.0,3509992744000.0,2530055766000.0,2649569808000.0,2642854684000.0,217454371000.0,3425899867000.0,-3208445496000.0,22220999185000.0,10566121186000.0,178408810000.0,-236731505000.0,-58322695000.0,2026-06-30,TTM-gabungan,IDR
STAA,Sumber Tani Agung Resources ,,Consumer Defensive,Ya,HOLD,80,laba-30%,1310,9.0,2.11,0.86,1.04,26.07,-34.9,23.1,5.73,0.23,14.3,5.78,6.8,1.06,82.8,1083.0,1135.0,31.74,22.16,15.21,17.56,0.23,2.95,2.15,23.22,6.11,1.26,10.71,37.67,0.24,74,89,95,58,88,16.9,13.0,2.0,-0.02,146.3364,621.0905,75.0,10901428700.0,10488483000000.0,1595276000000.0,2427928000000.0,2415918000000.0,1574773000000.0,2517534000000.0,564315000000.0,10091054000000.0,6770774000000.0,2007640000000.0,-477894000000.0,1529746000000.0,2026-03-31,TTM-gabungan,IDR
DSNG,Dharma Satya Nusantara Tbk.,,Consumer Defensive,Ya,BUY,78,,1640,9.0,1.45,0.86,0.71,17.45,55.1,27.1,2.87,0.29,17.4,6.23,9.4,1.44,69.0,1320.0,1409.0,30.74,22.7,15.38,10.87,0.91,1.34,0.67,8.78,6.69,1.34,4.3,25.86,0.71,76,84,76,77,72,8.5,15.1,2.0,0.0,181.7199,1130.5908,47.0,10599842400.0,12524098000000.0,1926202000000.0,3009241000000.0,2930428000000.0,3434109000000.0,676925000000.0,2734139000000.0,17814315000000.0,11984084000000.0,2589835000000.0,-1842811000000.0,747024000000.0,2026-06-30,TTM-gabungan,IDR
PSGO,Palma Serasih Tbk.,,Consumer Defensive,Ya,TIPIS,81,,197,9.3,1.33,0.89,0.65,15.04,1.9,16.6,3.05,0.05,3.7,0.44,0.1,1.27,54.6,196.0,198.0,33.08,22.97,16.18,11.04,0.11,2.91,2.16,10.99,6.69,1.82,15.21,28.28,0.23,77,85,94,65,88,9.0,19.8,2.0,0.0,21.2201,147.7974,6.0,18850000000.0,2472103641056.0,399999350719.0,564600126123.0,553023189361.0,139852173747.0,559379327402.0,62009749974.0,3203027103620.0,2785980595460.0,728829210281.0,-164138774953.0,564690435328.0,2026-06-30,TTM-gabungan,IDR
MAPI,Mitra Adiperkasa Tbk,LQ45,Consumer Cyclical,Ya,BOW,72,,1425,9.5,1.55,0.9,0.88,17.99,24.4,23.8,0.7,0.58,23.7,9.6,14.8,0.31,42.1,1525.0,1345.0,38.08,9.3,4.88,7.45,0.01,1.64,0.79,8.04,3.01,2.63,18.88,13.42,0.32,71,72,78,62,82,16.0,1.8,1.0,0.37,149.7428,921.2323,10.0,16600000000.0,50897695000000.0,2485730000000.0,7898924000000.0,4469829000000.0,8922017000000.0,4421056000000.0,113672000000.0,35416597000000.0,15292457000000.0,6537628000000.0,-2070834000000.0,4466794000000.0,2026-06-30,TTM-gabungan,IDR
ASGR,Astra Graphia Tbk,,Industrials,Ya,HOLD,83,payout>100,2160,9.6,1.5,0.83,0.75,15.46,46.3,10.4,11.16,0.01,2.9,1.71,3.5,0.69,69.1,1835.0,1483.0,24.68,10.05,10.02,10.46,-4.36,2.68,2.47,136.32,3.34,1.65,16.57,107.34,0.04,84,76,99,79,74,0.9,40.7,3.0,0.0,224.551,1442.77,241.0,1348780500.0,3021185000000.0,302870000000.0,378437000000.0,378437000000.0,25367000000.0,1676345000000.0,-1650978000000.0,2928267000000.0,1945980000000.0,500368000000.0,-17762000000.0,482606000000.0,2026-06-30,TTM-gabungan,IDR
KLBF,Kalbe Farma Tbk,LQ45,Healthcare,Ya,WSE,76,,775,9.7,1.44,0.52,0.76,15.09,-17.3,11.5,2.58,0.03,35.1,66.64,53.0,0.93,48.6,762.0,942.0,37.97,12.15,9.55,11.34,-0.79,3.15,1.96,176.03,6.13,0.89,6.54,25.13,0.29,82,70,98,48,84,6.9,2.7,2.0,-0.87,79.7705,537.6733,20.0,45248860110.0,37781234787212.0,3609522416132.0,5064445900399.0,4726913742838.0,825354000000.0,4831831000000.0,-4006477000000.0,33078098000000.0,24329106000000.0,3224023111714.0,-930776206287.0,2293246905427.0,2026-06-30,TTM-gabungan,IDR
HMSP,H.M. Sampoerna Tbk.,,Consumer Defensive,Tidak,HOLD,71,,740,9.9,3.31,0.94,1.63,30.8,11.5,1.7,7.61,0.01,86.1,15.62,11.7,0.71,52.5,718.0,715.0,19.02,9.12,7.64,17.0,-0.55,1.65,0.78,444.54,7.0,1.28,12.35,75.07,0.04,65,80,90,45,81,0.3,1.5,1.0,0.0,74.5825,223.844,56.3,116318076900.0,113494073000000.0,8675292000000.0,11401889000000.0,11109164000000.0,317936000000.0,6605359000000.0,-6287423000000.0,49897097000000.0,26037106000000.0,11105557000000.0,-475825000000.0,10629732000000.0,2026-06-30,TTM-gabungan,IDR
CITA,Cita Mineral Investindo Tbk,,Basic Materials,Ya,TIPIS,75,"kas<laba,laba-30%,payout>100",3430,9.9,1.68,0.8,0.91,16.34,-67.3,57.8,10.23,0.0,13.6,0.12,0.4,1.37,72.6,3196.0,3636.0,36.26,20.62,42.87,15.59,-0.37,5.54,3.17,,6.0,0.42,3.42,101.15,0.19,79,70,99,54,68,-22.1,36.2,1.0,0.0,346.4824,2046.1324,351.0,3960361250.0,3200635766925.0,1372195605140.0,2131088653842.0,2114434007934.0,0.0,795417176377.0,-795417176377.0,8544332333936.0,8103423347320.0,571323836866.0,-106608294973.0,464715541893.0,2026-06-30,TTM-gabungan,IDR
STTP,Siantar Top Tbk.,,Consumer Defensive,Ya,TIPIS,79,,9450,10.0,1.57,0.95,0.77,17.29,17.4,20.2,0.0,0.0,12.4,0.0,0.0,0.76,44.3,9754.0,9839.0,31.13,21.26,22.64,15.53,-3.02,9.59,8.78,,6.07,1.09,10.47,0.0,0.04,68,85,100,69,71,2.0,23.6,2.0,0.0,944.5152,6026.1066,,1310000000.0,5464203414185.0,1237314856067.0,1361803354680.0,1343638359346.0,0.0,4114792575851.0,-4114792575851.0,8757125693051.0,7894199621895.0,1350925472106.0,-54794573202.0,1296130898904.0,2026-06-30,TTM-gabungan,IDR
AKRA,AKR Corporindo Tbk,LQ45,Energy,Ya,BOW,78,,1385,10.1,2.12,0.46,1.0,21.7,37.0,74.6,7.22,0.42,27.4,12.86,18.0,1.31,49.6,1351.0,1266.0,7.99,5.93,4.91,7.57,0.24,1.33,1.04,51.78,7.66,2.85,24.63,72.6,0.13,82,73,86,65,87,-1.1,1.0,2.0,0.24,137.544,654.4711,100.0,19799769600.0,55443442886000.0,2723338865000.0,3691958523000.0,3640446573000.0,5454476951000.0,8866238987000.0,875908678000.0,39295481702000.0,12958376732000.0,7757177689000.0,-1002622794000.0,6754554895000.0,2026-06-30,TTM-gabungan,IDR
MYOR,Mayora Indah Tbk,,Consumer Defensive,Ya,JUAL,75,,1560,10.1,1.89,0.96,0.93,19.1,10.8,-13.5,3.85,0.25,34.4,14.01,22.4,1.92,34.7,1700.0,1877.0,24.04,10.83,8.78,11.83,0.49,3.32,2.37,9.34,7.39,1.93,16.43,39.11,0.14,70,79,90,50,92,8.0,13.8,1.0,-1.48,154.7214,824.7243,60.0,22026684225.0,38806610838784.0,3407998958713.0,4976752156527.0,4837363903393.0,4550814628149.0,5600378690795.0,2417546422717.0,28525086827392.0,18165942046370.0,6564553147793.0,-919621341438.0,5644931806355.0,2026-06-30,TTM-gabungan,IDR
ISAT,Indosat Tbk,LQ45,Communication Services,Ya,HOLD,74,,2390,10.3,2.08,0.52,1.0,20.83,114.9,13.7,4.64,1.91,77.1,83.42,207.0,0.65,52.0,2122.0,2088.0,58.56,20.89,12.46,5.94,0.09,0.67,0.66,3.35,2.65,3.17,13.12,47.84,0.57,83,83,50,71,87,6.5,5.3,2.0,0.0,232.0361,1148.8036,111.0,32250810957.0,60061700000000.0,7483353000000.0,30148848000000.0,13983574000000.0,70718320000000.0,15781626000000.0,2724939000000.0,138306488000000.0,37049849000000.0,23738631000000.0,-13626061000000.0,10112570000000.0,2026-06-30,TTM-gabungan,IDR
SUNI,Sunindo Pratama Tbk.,,Energy,Ya,TIPIS,73,"FCF-,laba-30%",700,10.4,1.91,0.47,0.9,18.72,-39.7,-46.0,1.48,0.19,1.7,0.35,0.2,0.87,48.7,671.0,722.0,32.37,23.74,18.57,13.89,0.04,3.22,2.06,824.39,7.99,0.69,-2.98,15.52,1.45,76,77,96,56,47,45.7,102.4,2.0,-3.74,67.0279,366.497,10.39,2406400000.0,868503730328.0,161296033954.0,211952200658.0,207552463123.0,168641806668.0,159644592788.0,8997213880.0,1191919072427.0,881938317564.0,111458906701.0,-161599248118.0,-50140341417.0,2026-06-30,TTM-gabungan,IDR
MAPA,Map Aktif Adiperkasa Tbk.,,Consumer Cyclical,Ya,HOLD,76,,700,10.4,2.09,0.99,1.19,22.69,15.8,19.6,0.57,0.27,20.0,19.98,13.6,0.7,58.5,642.0,654.0,47.22,13.35,9.33,13.3,0.33,2.12,0.65,18.36,5.06,1.56,10.05,11.76,0.33,62,82,86,72,81,25.3,13.5,2.0,0.0,67.4593,335.6901,4.0,28504000000.0,20608043000000.0,1922861000000.0,4219530000000.0,2665917000000.0,2546173000000.0,1160435000000.0,1385738000000.0,15743440000000.0,9568511000000.0,3000372000000.0,-995431000000.0,2004941000000.0,2026-06-30,TTM-gabungan,IDR
MIDI,Midi Utama Indonesia Tbk.,,Consumer Defensive,Tidak,JUAL,73,,278,10.5,2.01,1.0,0.99,19.84,15.8,-2.9,4.26,0.13,9.3,7.51,2.1,2.29,50.0,280.0,311.0,26.31,4.07,4.13,9.44,0.04,0.99,0.3,25.42,4.37,1.97,6.08,44.63,0.68,71,69,79,70,80,9.7,25.7,3.0,0.0,26.5531,138.5259,11.85,33435294800.0,21518673000000.0,887811000000.0,2146997000000.0,1154397000000.0,622707000000.0,533369000000.0,89338000000.0,9272359000000.0,4631655000000.0,1749985000000.0,-1184740000000.0,565245000000.0,2026-06-30,TTM-gabungan,IDR
BRIS,Bank Syariah Indonesia (Pers,LQ45,Financial Services,Ya,WSE,65,,1790,10.5,1.63,0.77,1.77,16.47,15.9,16.9,1.83,0.21,82.6,15.89,28.5,1.11,49.4,1786.0,2028.0,,,31.54,1.82,,,,,,1.85,14.39,18.96,0.19,52,67,,75,74,10.6,21.1,3.0,0.0,171.0156,1100.5845,32.81,46129260138.0,25009100000000.0,7888825000000.0,,,10578378000000.0,62326078000000.0,-51747700000000.0,460131020000000.0,50769149000000.0,14619868000000.0,-2736093000000.0,11883775000000.0,2026-03-31,TTM-gabungan,IDR
CARS,Industri dan Perdagangan Bin,,Consumer Cyclical,Tidak,HOLD,52,,112,10.6,1.53,1.01,0.87,16.26,-29.6,-12.7,0.0,1.05,1.7,9.28,1.0,0.32,71.7,92.0,102.0,12.98,3.72,3.37,4.86,2.19,0.96,0.77,8.52,7.2,0.57,3.36,0.0,0.38,64,46,60,32,66,-4.9,2.7,2.0,0.0,10.5847,73.4274,,15000000000.0,4711522469475.0,158770363601.0,335694955408.0,293316314188.0,1153062002227.0,416889107625.0,736172894602.0,3132039195975.0,1101411318803.0,90432408743.0,-34057241262.0,56375167481.0,2026-06-30,TTM-gabungan,IDR
TGKA,Tigaraksa Satria Tbk,,Consumer Defensive,Ya,TIPIS,67,,4970,10.8,2.01,1.03,0.99,18.48,-13.4,9.7,6.34,0.08,4.6,0.0,0.0,0.14,49.7,4911.0,4745.0,9.13,3.22,3.04,8.52,-0.51,1.88,1.23,33.65,7.06,1.7,14.46,68.33,0.09,70,65,93,32,85,0.2,-5.1,0.0,0.0,461.9198,2467.7451,315.0,918492750.0,13969186000000.0,424270000000.0,603112000000.0,531016000000.0,184114000000.0,493038000000.0,-308924000000.0,4991385000000.0,2266606000000.0,721942000000.0,-62002000000.0,659940000000.0,2026-06-30,TTM-gabungan,IDR
SIDO,Industri Jamu dan Farmasi Si,LQ45,Consumer Defensive,Ya,JUAL,75,payout>100,356,10.9,3.5,1.04,1.72,28.71,-20.0,4.7,10.39,0.0,10.5,31.99,11.3,0.53,48.7,364.0,459.0,55.54,31.9,25.89,26.16,-0.37,7.52,4.93,881.5,7.89,1.25,10.91,113.53,0.05,61,95,99,43,75,1.8,3.6,2.0,-1.88,32.6951,101.7546,37.0,29435200000.0,3717612000000.0,962387000000.0,1267392000000.0,1240274000000.0,1591000000.0,475644000000.0,-474053000000.0,3260699000000.0,2995167000000.0,1205337000000.0,-62047000000.0,1143290000000.0,2026-06-30,TTM-gabungan,IDR
GEMS,Golden Energy Mines Tbk.,,Energy,Ya,TIPIS,65,,7450,11.0,3.15,0.5,1.49,29.06,-29.4,-10.1,3.19,0.17,43.8,0.11,0.8,1.41,81.0,6538.0,7691.0,30.59,13.81,9.58,17.88,0.06,1.77,1.64,52.3,7.45,0.71,5.65,92.34,0.12,69,77,93,11,75,-6.1,-27.6,0.0,0.0,679.1632,2362.3236,237.95,5882353000.0,41706000802560.0,3995077456800.0,5936509920960.0,5661087148320.0,2328115687200.0,2504182253280.0,385462169760.0,21777116533440.0,13896021446400.0,2827665663840.0,-352527191040.0,2475138472800.0,2026-03-31,TTM,USD
BULL,Buana Lintas Lautan Tbk.,,Industrials,Ya,BUY,67,,436,11.6,1.77,1.0,0.88,17.23,142.3,11.8,0.0,0.59,6.8,508.77,225.8,3.39,50.9,401.0,412.0,31.8,27.05,21.8,8.66,2.57,0.6,0.56,4.69,11.66,2.35,1.15,0.0,0.62,59,87,54,78,40,8.5,,2.0,10.0,37.491,246.3141,,15494436593.0,2664107963040.0,580901432640.0,743840996640.0,739046826720.0,2264068243200.0,348819347040.0,1915248896160.0,7242196669440.0,3816498685440.0,1362779003520.0,-838206625440.0,77908378080.0,2026-03-31,TTM,USD
FPNI,Lotte Chemical Titan Tbk.,,Basic Materials,Ya,HOLD,71,,615,11.6,1.74,0.94,0.95,16.11,394.6,41.9,0.0,0.0,3.4,20.85,11.8,0.38,68.8,418.0,563.0,5.1,2.18,4.81,10.55,-1.52,1.53,0.79,265.03,8.66,1.5,11.29,0.0,0.12,61,67,91,65,76,-12.2,13.7,1.0,0.0,52.8325,353.8878,,5566414000.0,6108818400000.0,294087840000.0,336090240000.0,329483520000.0,2610720000.0,514240800000.0,-511630080000.0,3222747360000.0,1969885920000.0,441780000000.0,-55127040000.0,386652960000.0,2026-06-30,TTM,USD
SAMF,Saraswanti Anugerah Makmur T,,Basic Materials,Ya,TIPIS,56,"OCF-,FCF-",316,11.8,1.76,0.95,0.96,16.15,90.3,90.7,3.32,0.82,3.2,0.47,0.1,1.44,75.5,283.0,299.0,20.92,10.62,6.25,7.42,3.02,1.47,0.81,5.95,10.2,-0.52,-5.61,39.25,,65,45,58,60,52,3.4,-8.6,1.0,0.0,26.7509,180.0356,10.5,10250000000.0,4389531216651.0,274196784407.0,450610921706.0,442678428841.0,1509985297476.0,150556640197.0,1359428657279.0,4461386195252.0,1845365287877.0,-143672776264.0,-38189265776.0,-181862042040.0,2026-06-30,TTM-gabungan,IDR
BACH,Bach Multi Global Tbk.,,Industrials,Tidak,-,62,FCF-,458,12.0,3.49,1.03,1.74,32.08,,,0.0,0.7,1.9,107.06,56.7,0.12,39.9,,,17.97,13.4,8.98,15.19,1.61,1.29,0.9,12.08,9.88,0.85,-12.7,0.0,2.8,48,79,73,,30,,,2.0,0.0,38.0832,131.2002,,4084430000.0,1732944872499.0,155548239865.0,226254141638.0,220086829991.0,376612770590.0,11971028627.0,364641741963.0,1232630823230.0,535877913083.0,131883498360.0,-369431562872.0,-237548064512.0,,Tahunan,IDR
AVIA,Avia Avian Tbk.,,Basic Materials,Ya,WSE,79,,372,12.2,2.22,0.98,1.21,18.46,-0.2,14.1,6.18,0.0,22.0,13.71,4.8,0.41,67.9,332.0,387.0,43.87,23.57,21.31,15.91,-0.88,5.15,4.09,940.69,7.95,1.12,6.86,71.63,0.25,65,86,100,63,87,6.7,7.7,3.0,-2.74,30.5037,167.6481,23.0,59125458700.0,8462968000000.0,1803546000000.0,2490850000000.0,2252016000000.0,23180000000.0,2214410000000.0,-2191230000000.0,11612427000000.0,9912270000000.0,2011082000000.0,-501803000000.0,1509279000000.0,2026-03-31,TTM-gabungan,IDR
TMAS,Temas Tbk.,,Industrials,Ya,BUY,65,FCF-,144,12.5,2.53,1.08,1.26,21.4,109.6,48.4,2.78,0.6,8.2,8.9,1.2,3.37,69.8,125.0,127.0,20.76,17.26,13.21,12.24,1.68,1.17,0.94,8.5,11.39,1.54,-4.23,33.33,1.34,56,86,70,51,49,-3.8,-28.5,0.0,0.0,11.5105,56.9645,4.0,56868856000.0,4956549000000.0,654588000000.0,843157000000.0,827144000000.0,1941504000000.0,381401000000.0,1413633000000.0,5996884000000.0,3239504000000.0,1005580000000.0,-1352389000000.0,-346809000000.0,2026-06-30,TTM-gabungan,IDR
JTPE,Jasuindo Tiga Perkasa Tbk,,Industrials,Ya,TIPIS,76,laba-30%,610,12.7,2.99,1.09,1.49,25.79,-76.9,-73.3,5.08,0.01,4.1,0.85,0.5,0.32,48.6,608.0,557.0,25.09,18.79,12.14,13.97,-1.81,1.67,1.17,182.18,7.12,1.87,11.92,60.56,0.19,60,88,93,54,91,25.0,40.3,3.0,-0.84,48.2146,204.2257,31.0,6794330000.0,2699371153868.0,327586051267.0,464027598028.0,460069477197.0,8000509798.0,847978712260.0,-839978202462.0,2632434598352.0,1387576942535.0,611739723237.0,-117687732464.0,494051990773.0,2026-03-31,TTM-gabungan,IDR
CNMA,Nusantara Sejahtera Raya Tbk,,Communication Services,Ya,WSE,81,payout>100,92,13.0,2.05,0.65,0.98,15.28,361.0,65.0,12.93,0.44,7.7,30.58,2.9,0.27,47.3,91.0,99.0,60.57,16.36,10.5,9.06,0.15,2.64,2.47,6.57,4.49,2.56,11.86,168.81,0.4,82,79,86,85,72,10.0,15.2,2.0,-1.2,7.0755,44.8807,11.9,83279924292.0,5613000000000.0,589249000000.0,1766093000000.0,972359000000.0,1650525000000.0,1389479000000.0,261046000000.0,6209444000000.0,3737664000000.0,1511193000000.0,-602428000000.0,908765000000.0,2026-06-30,TTM-gabungan,IDR
ADMR,Alamtri Minerals Indonesia T,,Basic Materials,Ya,HOLD,60,FCF-,1655,13.0,2.31,1.05,1.26,19.18,-15.4,-14.6,3.06,0.58,67.7,37.07,61.5,0.68,52.8,1544.0,1643.0,42.08,34.16,28.2,11.12,1.22,2.0,1.76,2898.78,11.38,0.71,-12.49,41.46,3.29,56,80,85,28,40,2.3,-6.5,1.0,0.0,127.4885,716.4192,50.62,40882331500.0,18479315520000.0,5212027200000.0,6655897440000.0,6641227680000.0,17064234240000.0,8954520960000.0,8088170400000.0,56929502400000.0,29288886240000.0,3695554080000.0,-12149562720000.0,-8454008640000.0,2026-03-31,TTM-gabungan,USD
DAAZ,Daaz Bara Lestari Tbk.,,Basic Materials,Tidak,WSE,47,"FCF-,kas<laba",1670,13.3,1.99,1.07,1.08,15.39,,,2.34,1.73,3.3,0.67,1.1,0.44,50.6,1603.0,2305.0,6.29,4.39,1.8,4.29,3.96,1.63,1.33,2.57,9.93,0.45,-6.82,28.47,3.01,58,43,44,44,41,27.4,-11.5,1.0,0.0,125.5795,839.8855,39.0,1997000000.0,13894201971300.0,250782248123.0,558126408443.0,552980978545.0,2909200288487.0,701016306291.0,2208183982196.0,6554482086832.0,1677251342479.0,113294051067.0,-340574268831.0,-227280217764.0,2026-03-31,TTM-gabungan,IDR
BOLT,Garuda Metalindo Tbk.,,Industrials,Ya,TIPIS,73,,810,13.6,2.25,1.17,1.12,16.48,27.5,23.7,6.17,0.43,1.9,0.03,0.0,0.36,56.3,790.0,887.0,24.23,12.98,8.03,9.42,1.26,1.56,0.75,10.74,9.27,2.34,16.0,78.44,0.07,62,77,77,72,82,5.4,18.5,2.0,0.0,59.3961,360.1899,50.0,2343750000.0,1733840965113.0,139209675175.0,237003495864.0,230209658770.0,359579005587.0,44035298327.0,298948765601.0,1616593517066.0,844195024103.0,325327567442.0,-21556002319.0,303771565123.0,2026-06-30,TTM-gabungan,IDR
BBCA,Bank Central Asia Tbk,LQ45,Financial Services,Tidak,WSE,64,,6700,14.2,3.04,1.05,3.3,22.47,5.0,4.4,5.69,0.01,823.0,100.66,647.7,0.93,65.0,6277.0,6742.0,,,50.48,3.63,,,,,,1.19,7.99,75.42,0.04,43,78,,63,81,8.5,12.2,3.0,-0.35,472.6025,2201.5116,381.0,122841751300.0,114998536000000.0,58055319000000.0,,,2187729000000.0,95713174000000.0,-93525445000000.0,1660579336000000.0,270437543000000.0,68847541000000.0,-3073189000000.0,65774352000000.0,2026-06-30,TTM-gabungan,IDR
